loan_amnt,term,int_rate,installment,grade,emp_length,home_ownership,annual_inc,verification_status,date,loan_status,zip_code,dti,delinq_2yrs,fico_range_low,fico_range_high,inq_last_6mths,open_acc,pub_rec,revol_bal,revol_util,total_acc,recoveries,collection_recovery_fee,collections_12_mths_ex_med,application_type,acc_now_delinq,tot_coll_amt,tot_cur_bal,open_acc_6m,open_act_il,open_il_12m,open_il_24m,total_bal_il,open_rv_12m,open_rv_24m,max_bal_bc,all_util,total_rev_hi_lim,inq_fi,total_cu_tl,inq_last_12m,acc_open_past_24mths,avg_cur_bal,chargeoff_within_12_mths,delinq_amnt,mo_sin_old_rev_tl_op,mo_sin_rcnt_rev_tl_op,mo_sin_rcnt_tl,mort_acc,num_accts_ever_120_pd,num_actv_bc_tl,num_actv_rev_tl,num_bc_sats,num_bc_tl,num_il_tl,num_op_rev_tl,num_rev_accts,num_rev_tl_bal_gt_0,num_sats,num_tl_30dpd,num_tl_90g_dpd_24m,num_tl_op_past_12m,pct_tl_nvr_dlq,pub_rec_bankruptcies,tax_liens,tot_hi_cred_lim,total_bal_ex_mort,total_bc_limit,total_il_high_credit_limit
24000.0, 60 months,22.39,668.19,E,8 years,RENT,88000.0,Source Verified,2016-07-01,Charged Off,920xx,22.54,0.0,670.0,674.0,1.0,9.0,0.0,14460.0,50.2,28.0,0.0,0.0,0.0,Individual,0.0,0.0,79088.0,1.0,3.0,2.0,5.0,64628.0,0.0,0.0,908.0,70.0,28800.0,2.0,19.0,3.0,5.0,8788.0,0.0,0.0,96.0,28.0,4.0,0.0,0.0,1.0,5.0,1.0,1.0,18.0,6.0,10.0,5.0,9.0,0.0,0.0,2.0,85.7,0.0,0.0,107802.0,79088.0,1400.0,79002.0
8650.0, 36 months,19.42,318.92,D,10+ years,MORTGAGE,228000.0,Verified,2018-04-01,Fully Paid,598xx,27.74,0.0,730.0,734.0,1.0,16.0,0.0,4923.0,13.8,34.0,0.0,0.0,0.0,Individual,0.0,152.0,365322.0,2.0,8.0,4.0,8.0,197031.0,1.0,1.0,4776.0,54.0,35600.0,4.0,0.0,4.0,9.0,22833.0,0.0,0.0,52.0,7.0,4.0,2.0,0.0,3.0,3.0,4.0,4.0,23.0,7.0,9.0,3.0,16.0,0.0,0.0,5.0,93.9,0.0,0.0,458312.0,201954.0,27900.0,248035.0
6000.0, 36 months,9.16,191.25,B,5 years,RENT,30000.0,Not Verified,2016-02-01,Fully Paid,330xx,14.36,0.0,705.0,709.0,0.0,6.0,0.0,5355.0,37.2,8.0,0.0,0.0,0.0,Individual,0.0,0.0,46252.0,0.0,1.0,0.0,0.0,40897.0,2.0,4.0,2117.0,37.0,14400.0,1.0,0.0,1.0,4.0,7709.0,0.0,0.0,29.0,7.0,7.0,0.0,0.0,3.0,5.0,3.0,3.0,3.0,5.0,5.0,5.0,6.0,0.0,0.0,2.0,100.0,0.0,0.0,54819.0,46252.0,12000.0,40419.0
5000.0, 36 months,15.05,173.45,C,10+ years,MORTGAGE,57600.0,Verified,2017-06-01,Charged Off,551xx,4.0,0.0,690.0,694.0,0.0,15.0,0.0,2052.0,15.2,15.0,297.21,53.4978,0.0,Individual,0.0,1415.0,244608.0,1.0,4.0,1.0,2.0,105327.0,7.0,9.0,247.0,102.0,13500.0,0.0,0.0,5.0,12.0,16307.0,0.0,0.0,32.0,5.0,5.0,1.0,0.0,3.0,6.0,4.0,4.0,4.0,10.0,10.0,6.0,15.0,0.0,0.0,8.0,100.0,0.0,0.0,247363.0,107379.0,7300.0,92263.0
5000.0, 36 months,8.39,157.59,B,2 years,RENT,26400.0,Source Verified,2016-03-01,Fully Paid,913xx,5.14,0.0,740.0,744.0,0.0,4.0,0.0,1835.0,27.4,5.0,0.0,0.0,0.0,Individual,0.0,0.0,11117.0,0.0,2.0,0.0,0.0,9282.0,0.0,1.0,1835.0,69.0,6700.0,0.0,0.0,1.0,1.0,2779.0,0.0,0.0,91.0,22.0,22.0,0.0,0.0,1.0,1.0,1.0,1.0,3.0,2.0,2.0,1.0,4.0,0.0,0.0,0.0,100.0,0.0,0.0,16200.0,11117.0,3200.0,9500.0
3200.0, 36 months,11.99,106.28,C,10+ years,RENT,48000.0,Source Verified,2016-03-01,Charged Off,644xx,16.6,0.0,685.0,689.0,2.0,8.0,1.0,3053.0,33.2,16.0,0.0,0.0,0.0,Individual,0.0,526.0,23965.0,1.0,1.0,0.0,3.0,20912.0,1.0,2.0,892.0,71.0,9200.0,3.0,0.0,6.0,5.0,2996.0,0.0,0.0,76.0,5.0,5.0,1.0,0.0,2.0,5.0,2.0,3.0,7.0,7.0,8.0,5.0,8.0,0.0,0.0,1.0,100.0,1.0,0.0,33923.0,23965.0,1800.0,24723.0
2025.0, 36 months,14.08,69.29,C,10+ years,MORTGAGE,62000.0,Source Verified,2017-12-01,Fully Paid,804xx,14.96,0.0,715.0,719.0,1.0,16.0,0.0,17592.0,60.5,21.0,0.0,0.0,0.0,Individual,0.0,0.0,508540.0,2.0,4.0,1.0,1.0,53747.0,1.0,1.0,5489.0,93.0,29100.0,0.0,4.0,2.0,2.0,31784.0,0.0,0.0,172.0,6.0,4.0,4.0,0.0,4.0,8.0,4.0,5.0,7.0,9.0,10.0,8.0,16.0,0.0,0.0,2.0,100.0,0.0,0.0,578991.0,71339.0,11800.0,47571.0
23000.0, 36 months,14.99,797.19,C,8 years,MORTGAGE,89000.0,Verified,2016-11-01,Fully Paid,720xx,27.32,0.0,660.0,664.0,1.0,14.0,3.0,26263.0,76.6,57.0,0.0,0.0,0.0,Individual,0.0,0.0,270892.0,1.0,3.0,0.0,2.0,106050.0,3.0,3.0,3502.0,72.0,34300.0,0.0,1.0,2.0,7.0,19349.0,0.0,0.0,281.0,5.0,5.0,9.0,0.0,5.0,9.0,6.0,11.0,25.0,10.0,23.0,9.0,14.0,0.0,0.0,3.0,100.0,0.0,3.0,298472.0,132313.0,16600.0,121799.0
5000.0, 36 months,20.75,187.74,E,3 years,MORTGAGE,38000.0,Source Verified,2016-03-01,Fully Paid,467xx,14.62,0.0,675.0,679.0,0.0,5.0,2.0,2153.0,51.3,6.0,0.0,0.0,0.0,Individual,0.0,0.0,21532.0,0.0,1.0,1.0,1.0,19379.0,1.0,3.0,1077.0,83.0,4200.0,4.0,1.0,7.0,4.0,4306.0,0.0,0.0,29.0,11.0,11.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,4.0,4.0,2.0,5.0,0.0,0.0,2.0,100.0,2.0,0.0,25850.0,21532.0,3300.0,21650.0
14400.0, 36 months,10.99,471.37,B,2 years,RENT,52000.0,Verified,2016-06-01,Fully Paid,226xx,20.72,0.0,670.0,674.0,0.0,12.0,0.0,13124.0,52.9,32.0,0.0,0.0,0.0,Individual,0.0,238.0,25916.0,1.0,2.0,0.0,0.0,12792.0,4.0,4.0,4971.0,47.0,24800.0,2.0,0.0,2.0,4.0,2356.0,0.0,0.0,292.0,4.0,4.0,3.0,4.0,5.0,5.0,6.0,13.0,5.0,10.0,24.0,5.0,12.0,0.0,0.0,4.0,68.7,0.0,0.0,54896.0,25916.0,22300.0,30096.0
20000.0, 36 months,12.62,670.23,C,2 years,OWN,145000.0,Source Verified,2017-07-01,Fully Paid,200xx,13.93,0.0,690.0,694.0,0.0,11.0,3.0,31551.0,49.9,20.0,0.0,0.0,0.0,Individual,0.0,0.0,47280.0,0.0,1.0,0.0,2.0,12796.0,1.0,2.0,16681.0,54.0,63700.0,0.0,0.0,0.0,4.0,4298.0,0.0,0.0,194.0,9.0,9.0,2.0,0.0,3.0,3.0,9.0,11.0,4.0,9.0,13.0,3.0,11.0,0.0,0.0,1.0,100.0,0.0,3.0,88001.0,47280.0,63700.0,20000.0
2000.0, 36 months,13.67,68.04,C,2 years,RENT,26000.0,Source Verified,2016-03-01,Fully Paid,928xx,2.59,0.0,750.0,754.0,1.0,10.0,0.0,1685.0,4.3,13.0,0.0,0.0,0.0,Individual,0.0,0.0,1685.0,1.0,0.0,1.0,1.0,0.0,2.0,5.0,1590.0,4.0,39000.0,0.0,1.0,2.0,6.0,211.0,0.0,0.0,76.0,5.0,5.0,0.0,0.0,3.0,3.0,8.0,8.0,1.0,10.0,12.0,3.0,10.0,0.0,0.0,3.0,100.0,0.0,0.0,39000.0,1685.0,39000.0,0.0
4150.0, 36 months,18.25,150.56,D,2 years,RENT,40000.0,Verified,2016-02-01,Charged Off,913xx,20.01,5.0,660.0,664.0,3.0,11.0,0.0,1192.0,39.7,25.0,700.0,126.0000000016,0.0,Individual,0.0,0.0,54203.0,1.0,6.0,2.0,2.0,53011.0,0.0,0.0,356.0,90.0,3000.0,2.0,0.0,4.0,2.0,5420.0,0.0,0.0,92.0,25.0,4.0,0.0,6.0,2.0,4.0,2.0,3.0,15.0,5.0,10.0,4.0,11.0,0.0,2.0,2.0,56.0,0.0,0.0,59970.0,54203.0,1100.0,56970.0
26000.0, 60 months,30.17,843.91,F,10+ years,RENT,61000.0,Source Verified,2017-05-01,Charged Off,104xx,14.49,0.0,705.0,709.0,1.0,9.0,0.0,5481.0,26.0,10.0,3639.27,655.0685999757,0.0,Individual,0.0,0.0,23577.0,2.0,2.0,1.0,2.0,18096.0,2.0,6.0,1455.0,57.0,21100.0,0.0,0.0,1.0,8.0,2620.0,0.0,0.0,117.0,0.0,0.0,0.0,0.0,6.0,6.0,7.0,8.0,2.0,7.0,8.0,6.0,9.0,0.0,0.0,3.0,100.0,0.0,0.0,41100.0,23577.0,21100.0,20000.0
29900.0, 36 months,16.02,1051.5,C,9 years,MORTGAGE,65000.0,Source Verified,2017-07-01,Fully Paid,750xx,27.47,0.0,675.0,679.0,0.0,25.0,0.0,47758.0,56.0,29.0,0.0,0.0,0.0,Individual,0.0,234.0,47758.0,2.0,0.0,0.0,0.0,0.0,2.0,4.0,26868.0,56.0,85300.0,0.0,0.0,0.0,4.0,2171.0,0.0,0.0,229.0,1.0,1.0,0.0,0.0,8.0,13.0,13.0,14.0,3.0,25.0,26.0,13.0,25.0,0.0,0.0,2.0,96.6,0.0,0.0,85300.0,47758.0,68100.0,0.0
30000.0, 60 months,28.72,947.15,F,10+ years,MORTGAGE,154456.0,Source Verified,2017-11-01,Fully Paid,078xx,21.52,0.0,665.0,669.0,0.0,17.0,0.0,80405.0,90.3,30.0,0.0,0.0,0.0,Individual,0.0,0.0,389650.0,1.0,3.0,1.0,2.0,33994.0,2.0,3.0,30264.0,85.0,89000.0,3.0,6.0,4.0,6.0,22921.0,0.0,0.0,329.0,2.0,2.0,3.0,0.0,7.0,11.0,8.0,16.0,6.0,13.0,21.0,11.0,17.0,0.0,0.0,4.0,100.0,0.0,0.0,413901.0,114399.0,57200.0,46237.0
11200.0, 60 months,21.97,309.15,E,< 1 year,RENT,56000.0,Source Verified,2016-03-01,Charged Off,281xx,13.07,0.0,690.0,694.0,2.0,10.0,1.0,3291.0,8.9,13.0,1291.44,232.45920000270002,0.0,Individual,0.0,434.0,19566.0,1.0,2.0,1.0,2.0,16275.0,2.0,5.0,802.0,35.0,37000.0,3.0,0.0,5.0,7.0,1957.0,0.0,0.0,120.0,0.0,0.0,0.0,1.0,7.0,7.0,7.0,8.0,2.0,8.0,10.0,7.0,10.0,0.0,0.0,3.0,100.0,0.0,0.0,55681.0,19566.0,28400.0,18681.0
15000.0, 36 months,18.45,545.68,D,10+ years,MORTGAGE,84000.0,Verified,2018-07-01,Fully Paid,148xx,24.51,0.0,670.0,674.0,0.0,14.0,0.0,27613.0,53.6,22.0,0.0,0.0,0.0,Individual,0.0,0.0,182238.0,0.0,5.0,2.0,4.0,89224.0,0.0,1.0,11337.0,61.0,51500.0,1.0,3.0,1.0,5.0,13017.0,0.0,0.0,203.0,15.0,9.0,1.0,0.0,4.0,8.0,4.0,5.0,11.0,8.0,10.0,8.0,14.0,0.0,0.0,2.0,95.5,0.0,0.0,217375.0,116837.0,23000.0,94875.0
20000.0, 60 months,15.31,479.06,C,5 years,RENT,78800.0,Verified,2016-06-01,Fully Paid,750xx,19.56,0.0,675.0,679.0,1.0,13.0,0.0,6075.0,24.0,23.0,0.0,0.0,0.0,Individual,0.0,912.0,30949.0,1.0,2.0,1.0,2.0,24874.0,3.0,5.0,3762.0,48.0,25300.0,0.0,0.0,2.0,7.0,2381.0,0.0,0.0,255.0,4.0,4.0,0.0,1.0,4.0,5.0,6.0,8.0,8.0,11.0,15.0,5.0,13.0,0.0,0.0,4.0,95.7,0.0,0.0,64721.0,30949.0,14900.0,39421.0
11200.0, 36 months,15.49,390.95,C,7 years,RENT,100000.0,Source Verified,2018-06-01,Fully Paid,606xx,19.16,0.0,670.0,674.0,1.0,14.0,0.0,24494.0,78.0,34.0,0.0,0.0,0.0,Individual,0.0,0.0,113502.0,0.0,2.0,0.0,0.0,89008.0,0.0,0.0,5086.0,58.0,31400.0,0.0,0.0,1.0,0.0,8107.0,0.0,0.0,187.0,40.0,40.0,1.0,0.0,6.0,10.0,7.0,9.0,17.0,12.0,16.0,10.0,14.0,0.0,0.0,0.0,90.9,0.0,0.0,134775.0,113502.0,21700.0,103375.0
5000.0, 36 months,13.99,170.87,C,8 years,MORTGAGE,110000.0,Not Verified,2016-10-01,Fully Paid,997xx,2.9,0.0,755.0,759.0,2.0,5.0,0.0,180.0,2.6,5.0,0.0,0.0,0.0,Individual,0.0,0.0,265818.0,1.0,1.0,0.0,1.0,11119.0,1.0,2.0,180.0,53.0,6800.0,0.0,1.0,3.0,4.0,53164.0,0.0,0.0,38.0,12.0,4.0,1.0,0.0,1.0,1.0,3.0,3.0,1.0,3.0,3.0,1.0,5.0,0.0,0.0,2.0,100.0,0.0,0.0,276664.0,11299.0,6800.0,14574.0
33000.0, 36 months,16.99,1176.38,D,1 year,RENT,91000.0,Verified,2016-06-01,Fully Paid,329xx,25.39,0.0,670.0,674.0,2.0,11.0,0.0,17770.0,90.2,27.0,0.0,0.0,0.0,Individual,0.0,0.0,81437.0,0.0,6.0,0.0,4.0,63667.0,2.0,5.0,4595.0,83.0,19700.0,2.0,0.0,3.0,9.0,7403.0,0.0,0.0,138.0,8.0,8.0,0.0,0.0,4.0,5.0,4.0,7.0,18.0,5.0,9.0,5.0,11.0,0.0,0.0,2.0,96.2,0.0,0.0,98294.0,81437.0,18200.0,78594.0
14000.0, 60 months,10.99,304.33,B,8 years,MORTGAGE,42000.0,Source Verified,2016-09-01,Fully Paid,680xx,25.06,5.0,685.0,689.0,0.0,14.0,0.0,12304.0,75.5,26.0,0.0,0.0,0.0,Individual,0.0,0.0,132567.0,1.0,6.0,0.0,1.0,26144.0,0.0,0.0,4279.0,77.0,16300.0,1.0,0.0,1.0,2.0,10197.0,0.0,0.0,151.0,28.0,4.0,3.0,3.0,4.0,5.0,4.0,4.0,14.0,7.0,9.0,5.0,14.0,0.0,3.0,1.0,76.9,0.0,0.0,154193.0,38448.0,13600.0,33768.0
15000.0, 36 months,16.99,534.72,D,6 years,RENT,40000.0,Verified,2017-03-01,Fully Paid,826xx,20.1,0.0,675.0,679.0,0.0,4.0,0.0,5754.0,63.9,7.0,0.0,0.0,0.0,Individual,0.0,1642.0,16208.0,0.0,2.0,1.0,2.0,10454.0,0.0,0.0,5754.0,68.0,9000.0,0.0,0.0,0.0,2.0,4052.0,0.0,0.0,129.0,34.0,10.0,0.0,0.0,1.0,1.0,1.0,1.0,3.0,2.0,4.0,1.0,4.0,0.0,0.0,1.0,100.0,0.0,0.0,24000.0,16208.0,7000.0,15000.0
25000.0, 60 months,8.39,511.59,B,10+ years,MORTGAGE,62000.0,Not Verified,2016-04-01,Fully Paid,060xx,5.57,0.0,735.0,739.0,0.0,5.0,0.0,23462.0,49.3,25.0,0.0,0.0,0.0,Individual,0.0,0.0,203530.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16079.0,49.0,47600.0,0.0,1.0,1.0,0.0,40706.0,0.0,0.0,155.0,35.0,35.0,5.0,0.0,3.0,3.0,3.0,9.0,3.0,4.0,17.0,3.0,5.0,0.0,0.0,0.0,100.0,0.0,0.0,237600.0,23462.0,46600.0,0.0
18000.0, 36 months,18.06,651.29,D,2 years,RENT,50000.0,Verified,2017-08-01,Charged Off,295xx,12.48,0.0,675.0,679.0,1.0,12.0,0.0,5706.0,43.6,27.0,1843.49,331.8282,0.0,Individual,0.0,692.0,23116.0,2.0,2.0,1.0,1.0,17410.0,1.0,6.0,4321.0,72.0,13100.0,1.0,0.0,1.0,7.0,1926.0,0.0,0.0,134.0,4.0,4.0,0.0,1.0,3.0,4.0,7.0,16.0,7.0,10.0,20.0,4.0,12.0,0.0,0.0,2.0,100.0,0.0,0.0,32351.0,23116.0,11200.0,19251.0
18000.0, 60 months,14.46,423.14,C,2 years,RENT,56000.0,Source Verified,2016-03-01,Fully Paid,797xx,7.63,0.0,685.0,689.0,0.0,11.0,1.0,5352.0,25.4,27.0,0.0,0.0,0.0,Individual,0.0,0.0,9010.0,3.0,1.0,2.0,5.0,2554.0,5.0,6.0,2673.0,30.0,21100.0,0.0,1.0,2.0,11.0,819.0,0.0,0.0,129.0,1.0,1.0,0.0,0.0,3.0,5.0,5.0,12.0,7.0,9.0,19.0,5.0,11.0,0.0,0.0,7.0,100.0,1.0,0.0,29868.0,9010.0,14000.0,7664.0
12000.0, 60 months,15.59,289.21,C,10+ years,RENT,45000.0,Source Verified,2016-07-01,Fully Paid,100xx,5.17,0.0,695.0,699.0,1.0,10.0,1.0,4221.0,32.2,17.0,0.0,0.0,0.0,Individual,0.0,0.0,4221.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,1771.0,32.0,13100.0,0.0,0.0,1.0,3.0,528.0,0.0,0.0,215.0,2.0,2.0,0.0,0.0,2.0,5.0,3.0,7.0,0.0,10.0,17.0,5.0,10.0,0.0,0.0,1.0,100.0,1.0,0.0,13100.0,4221.0,2900.0,0.0
5000.0, 36 months,13.59,169.9,C,6 years,MORTGAGE,65000.0,Source Verified,2017-08-01,Charged Off,857xx,24.82,0.0,680.0,684.0,1.0,12.0,0.0,19186.0,66.4,18.0,659.13,118.6434,0.0,Individual,0.0,0.0,204986.0,1.0,3.0,0.0,3.0,37843.0,1.0,6.0,6159.0,74.0,28900.0,0.0,2.0,2.0,9.0,17082.0,0.0,0.0,132.0,0.0,0.0,1.0,0.0,7.0,7.0,7.0,10.0,5.0,8.0,12.0,7.0,12.0,0.0,0.0,1.0,100.0,0.0,0.0,231194.0,57029.0,23900.0,48630.0
10000.0, 36 months,11.99,332.1,B,10+ years,RENT,64000.0,Not Verified,2017-08-01,Charged Off,272xx,27.7,0.0,755.0,759.0,1.0,5.0,0.0,1586.0,19.1,25.0,0.0,0.0,0.0,Individual,0.0,0.0,52284.0,2.0,3.0,2.0,5.0,50698.0,0.0,1.0,648.0,77.0,8300.0,1.0,0.0,1.0,6.0,10457.0,0.0,0.0,73.0,13.0,5.0,1.0,0.0,1.0,2.0,1.0,3.0,20.0,2.0,4.0,2.0,5.0,0.0,0.0,2.0,100.0,0.0,0.0,73667.0,52284.0,5000.0,65367.0
20000.0, 36 months,13.49,678.61,C,10+ years,MORTGAGE,45000.0,Verified,2016-12-01,Fully Paid,750xx,28.48,0.0,700.0,704.0,3.0,20.0,0.0,13756.0,26.0,35.0,0.0,0.0,0.0,Individual,0.0,0.0,95173.0,4.0,2.0,1.0,2.0,16399.0,3.0,3.0,4597.0,26.0,51958.0,3.0,5.0,2.0,5.0,5009.0,0.0,0.0,124.0,5.0,5.0,1.0,0.0,7.0,16.0,12.0,12.0,11.0,16.0,23.0,10.0,19.0,0.0,0.0,4.0,100.0,0.0,0.0,150386.0,30155.0,34724.0,24735.0
17000.0, 36 months,11.47,560.35,B,3 years,MORTGAGE,75000.0,Not Verified,2016-02-01,Fully Paid,360xx,21.39,2.0,690.0,694.0,0.0,8.0,0.0,4481.0,73.5,20.0,0.0,0.0,0.0,Individual,0.0,130.0,77847.0,0.0,3.0,3.0,4.0,15404.0,0.0,1.0,0.0,81.0,6100.0,0.0,1.0,0.0,5.0,9731.0,0.0,0.0,253.0,14.0,8.0,4.0,2.0,0.0,4.0,0.0,3.0,8.0,4.0,8.0,4.0,8.0,0.0,0.0,3.0,80.0,0.0,0.0,91113.0,19885.0,0.0,18413.0
16000.0, 60 months,19.03,415.32,D,2 years,RENT,100000.0,Source Verified,2017-06-01,Fully Paid,975xx,27.79,0.0,675.0,679.0,0.0,24.0,0.0,22617.0,75.2,40.0,0.0,0.0,0.0,Individual,0.0,0.0,90326.0,3.0,3.0,2.0,4.0,67709.0,3.0,5.0,3085.0,80.0,29700.0,1.0,11.0,3.0,9.0,4301.0,0.0,0.0,142.0,2.0,2.0,0.0,0.0,7.0,14.0,8.0,10.0,12.0,21.0,28.0,14.0,24.0,0.0,0.0,5.0,100.0,0.0,0.0,108045.0,90326.0,14200.0,78345.0
21000.0, 36 months,5.32,632.42,A,3 years,RENT,135000.0,Not Verified,2017-05-01,Fully Paid,170xx,12.04,0.0,730.0,734.0,1.0,17.0,1.0,9292.0,16.6,27.0,0.0,0.0,0.0,Individual,0.0,0.0,39599.0,0.0,2.0,0.0,1.0,30307.0,1.0,4.0,7485.0,37.0,55900.0,0.0,1.0,3.0,5.0,2329.0,0.0,0.0,179.0,12.0,12.0,2.0,0.0,4.0,5.0,8.0,10.0,5.0,15.0,20.0,5.0,17.0,0.0,0.0,1.0,100.0,1.0,0.0,108399.0,39599.0,34300.0,52499.0
4200.0, 36 months,11.39,138.28,B,3 years,MORTGAGE,78000.0,Source Verified,2016-12-01,Fully Paid,920xx,22.9,0.0,680.0,684.0,0.0,9.0,0.0,8856.0,66.1,10.0,0.0,0.0,0.0,Individual,0.0,0.0,453631.0,1.0,4.0,0.0,2.0,44534.0,1.0,4.0,3722.0,69.0,13400.0,0.0,0.0,2.0,7.0,50403.0,0.0,0.0,38.0,7.0,6.0,1.0,0.0,2.0,4.0,2.0,2.0,4.0,4.0,5.0,4.0,9.0,0.0,0.0,2.0,100.0,0.0,0.0,480203.0,53390.0,6400.0,64230.0
5000.0, 36 months,8.49,157.82,B,5 years,RENT,85000.0,Not Verified,2016-01-01,Fully Paid,482xx,14.32,0.0,660.0,664.0,3.0,16.0,3.0,4601.0,17.8,23.0,0.0,0.0,0.0,Individual,0.0,0.0,26484.0,4.0,2.0,1.0,1.0,21883.0,5.0,11.0,1917.0,43.0,25900.0,0.0,0.0,4.0,12.0,1766.0,0.0,0.0,255.0,1.0,1.0,0.0,3.0,2.0,7.0,4.0,9.0,2.0,14.0,21.0,7.0,16.0,0.0,0.0,6.0,85.7,2.0,0.0,61043.0,26484.0,12300.0,35143.0
16000.0, 60 months,12.62,360.95,C,10+ years,RENT,90000.0,Source Verified,2017-12-01,Charged Off,915xx,24.61,0.0,710.0,714.0,1.0,24.0,1.0,24098.0,37.4,35.0,0.0,0.0,0.0,Individual,0.0,0.0,66194.0,2.0,4.0,3.0,4.0,42096.0,1.0,7.0,3724.0,58.0,64400.0,1.0,0.0,1.0,11.0,3009.0,0.0,0.0,264.0,10.0,5.0,0.0,0.0,4.0,13.0,5.0,6.0,11.0,19.0,23.0,14.0,24.0,0.0,0.0,4.0,100.0,1.0,0.0,114111.0,66194.0,23600.0,49711.0
4000.0, 36 months,21.49,151.71,D,< 1 year,RENT,90000.0,Source Verified,2017-01-01,Fully Paid,112xx,4.45,0.0,660.0,664.0,1.0,11.0,0.0,4198.0,32.3,13.0,0.0,0.0,0.0,Individual,0.0,0.0,7404.0,1.0,1.0,0.0,1.0,3206.0,3.0,3.0,1471.0,39.0,13000.0,1.0,0.0,4.0,4.0,673.0,0.0,0.0,46.0,5.0,5.0,0.0,0.0,3.0,4.0,4.0,5.0,1.0,10.0,12.0,4.0,11.0,0.0,0.0,3.0,53.8,0.0,0.0,19183.0,7404.0,7300.0,6183.0
4000.0, 36 months,11.47,131.85,B,10+ years,RENT,43000.0,Source Verified,2016-06-01,Fully Paid,364xx,22.3,0.0,735.0,739.0,1.0,4.0,0.0,2929.0,27.1,17.0,0.0,0.0,0.0,Individual,0.0,0.0,29177.0,1.0,3.0,1.0,2.0,26248.0,1.0,2.0,2929.0,71.0,10800.0,0.0,2.0,2.0,4.0,7294.0,0.0,0.0,110.0,8.0,4.0,1.0,0.0,1.0,1.0,1.0,12.0,4.0,1.0,12.0,1.0,4.0,0.0,0.0,2.0,100.0,0.0,0.0,40911.0,29177.0,10800.0,30111.0
5750.0, 36 months,13.67,195.61,C,5 years,OWN,18000.0,Source Verified,2016-02-01,Fully Paid,210xx,12.6,0.0,660.0,664.0,0.0,4.0,0.0,3065.0,33.0,4.0,0.0,0.0,0.0,Individual,0.0,315.0,3065.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1168.0,33.0,9300.0,1.0,0.0,1.0,1.0,766.0,0.0,0.0,40.0,17.0,17.0,0.0,0.0,4.0,4.0,4.0,4.0,0.0,4.0,4.0,4.0,4.0,0.0,0.0,0.0,100.0,0.0,0.0,9300.0,3065.0,9300.0,0.0
21000.0, 60 months,15.99,510.57,C,3 years,RENT,70000.0,Not Verified,2016-10-01,Fully Paid,967xx,19.27,0.0,735.0,739.0,1.0,19.0,0.0,19773.0,25.0,26.0,0.0,0.0,0.0,Individual,0.0,0.0,74396.0,3.0,4.0,1.0,2.0,54623.0,2.0,7.0,4650.0,51.0,79000.0,0.0,0.0,1.0,9.0,4376.0,0.0,0.0,151.0,3.0,3.0,0.0,0.0,6.0,8.0,10.0,10.0,10.0,14.0,15.0,8.0,19.0,0.0,0.0,3.0,92.3,0.0,0.0,147016.0,74396.0,59800.0,68016.0
17000.0, 36 months,13.99,580.94,C,< 1 year,RENT,66000.0,Source Verified,2016-11-01,Fully Paid,672xx,7.76,0.0,715.0,719.0,1.0,3.0,0.0,6118.0,85.0,11.0,0.0,0.0,0.0,Joint App,0.0,0.0,11318.0,0.0,1.0,0.0,0.0,5200.0,0.0,0.0,3088.0,53.0,7200.0,0.0,2.0,1.0,0.0,3773.0,0.0,0.0,49.0,30.0,30.0,2.0,0.0,1.0,2.0,1.0,1.0,7.0,2.0,2.0,2.0,3.0,0.0,0.0,0.0,100.0,0.0,0.0,21417.0,11318.0,4000.0,14217.0
6600.0, 36 months,19.92,245.02,D,< 1 year,RENT,56000.0,Not Verified,2018-10-01,Fully Paid,850xx,20.85,0.0,725.0,729.0,2.0,9.0,0.0,5919.0,31.8,32.0,0.0,0.0,0.0,Individual,0.0,0.0,45629.0,3.0,5.0,6.0,9.0,39710.0,1.0,2.0,4455.0,67.0,18600.0,7.0,1.0,10.0,11.0,5070.0,0.0,0.0,206.0,8.0,2.0,0.0,0.0,2.0,3.0,2.0,9.0,18.0,4.0,14.0,3.0,9.0,0.0,0.0,7.0,100.0,0.0,0.0,67822.0,45629.0,13800.0,49222.0
2000.0, 36 months,6.49,61.29,A,< 1 year,MORTGAGE,44000.0,Not Verified,2016-02-01,Charged Off,560xx,20.62,0.0,730.0,734.0,1.0,19.0,0.0,10825.0,19.8,34.0,603.0,108.54,0.0,Individual,0.0,88.0,94032.0,1.0,2.0,0.0,1.0,14472.0,3.0,3.0,4639.0,35.0,54600.0,0.0,0.0,1.0,4.0,5224.0,0.0,0.0,156.0,3.0,3.0,3.0,0.0,7.0,8.0,10.0,13.0,9.0,15.0,22.0,8.0,19.0,0.0,0.0,3.0,97.1,0.0,0.0,150778.0,25297.0,37600.0,18486.0
