,loan_amnt,date,dti,zip_code,emp_length,date
10910317,3500.0,2017-11-16,37.27%,601xx,< 1 year,2017-11-16
3959580,8000.0,2016-11-10,12.26%,344xx,< 1 year,2016-11-10
20020954,5000.0,2018-11-13,14.3%,341xx,< 1 year,2018-11-13
3897706,2000.0,2016-11-06,14.68%,437xx,< 1 year,2016-11-06
12916219,2000.0,2018-02-21,7.89%,342xx,< 1 year,2018-02-21
6632766,10000.0,2017-05-01,10.75%,104xx,5 years,2017-05-01
20509056,15000.0,2018-12-01,18.79%,770xx,< 1 year,2018-12-01
7392421,20000.0,2017-06-09,30.5%,633xx,< 1 year,2017-06-09
646040,3500.0,2016-02-29,17.5%,290xx,10+ years,2016-02-29
5744626,11000.0,2017-03-05,35.79%,374xx,5 years,2017-03-05
19845775,15000.0,2018-11-07,14.48%,330xx,< 1 year,2018-11-07
17438872,3000.0,2018-08-15,22.56%,750xx,< 1 year,2018-08-15
21227353,10000.0,2018-12-27,1.08%,281xx,< 1 year,2018-12-27
1440293,1500.0,2016-04-27,10.3%,404xx,< 1 year,2016-04-27
14898990,10000.0,2018-05-15,35.91%,530xx,< 1 year,2018-05-15
15310835,2500.0,2018-05-30,14.58%,162xx,< 1 year,2018-05-30
16358638,10000.0,2018-07-09,0%,334xx,< 1 year,2018-07-09
3121678,30000.0,2016-09-13,24.41%,891xx,5 years,2016-09-13
2059520,15000.0,2016-06-29,24.7%,902xx,< 1 year,2016-06-29
7738605,2500.0,2017-06-27,15.47%,230xx,< 1 year,2017-06-27
7131102,1000.0,2017-05-28,16.73%,293xx,< 1 year,2017-05-28
14573098,6000.0,2018-05-04,0%,410xx,< 1 year,2018-05-04
16926109,20000.0,2018-07-28,10.01%,018xx,< 1 year,2018-07-28
20089703,3500.0,2018-11-15,8.11%,923xx,< 1 year,2018-11-15
15863143,30000.0,2018-06-19,3.97%,156xx,< 1 year,2018-06-19
3704751,10000.0,2016-10-24,2.09%,357xx,< 1 year,2016-10-24
9670044,1000.0,2017-09-24,0%,207xx,1 year,2017-09-24
1797206,6000.0,2016-06-11,17.2%,944xx,< 1 year,2016-06-11
3948687,15000.0,2016-11-09,-1%,132xx,< 1 year,2016-11-09
6789986,3000.0,2017-05-09,0%,640xx,< 1 year,2017-05-09
15929672,35000.0,2018-06-21,73.71%,376xx,< 1 year,2018-06-21
17091361,2000.0,2018-08-03,6.56%,531xx,< 1 year,2018-08-03
18162459,25000.0,2018-09-10,0%,481xx,< 1 year,2018-09-10
8076345,5000.0,2017-07-13,23.36%,553xx,< 1 year,2017-07-13
20754294,1000.0,2018-12-08,2.55%,752xx,< 1 year,2018-12-08
2160368,5000.0,2016-07-06,66.15%,554xx,< 1 year,2016-07-06
10509600,2500.0,2017-10-31,5.5%,067xx,< 1 year,2017-10-31
589509,3000.0,2016-02-23,9.4%,680xx,< 1 year,2016-02-23
3767374,100000.0,2016-10-28,-1%,726xx,< 1 year,2016-10-28
12926963,5000.0,2018-02-21,31.68%,934xx,< 1 year,2018-02-21
7649174,1000.0,2017-06-22,100%,288xx,< 1 year,2017-06-22
802906,10000.0,2016-03-11,19.48%,591xx,< 1 year,2016-03-11
4484261,30000.0,2016-12-12,7.64%,900xx,3 years,2016-12-12
2200458,40000.0,2016-07-07,47.82%,275xx,< 1 year,2016-07-07
19127012,6000.0,2018-10-13,13.83%,530xx,< 1 year,2018-10-13
18876011,7000.0,2018-10-04,16.86%,207xx,< 1 year,2018-10-04
8051864,10000.0,2017-07-12,40.76%,207xx,< 1 year,2017-07-12
15267525,40000.0,2018-05-29,-1%,372xx,< 1 year,2018-05-29
14009375,3000.0,2018-04-13,29.36%,902xx,< 1 year,2018-04-13
15460406,10000.0,2018-06-05,56.34%,154xx,< 1 year,2018-06-05
19566723,5000.0,2018-10-29,100%,115xx,< 1 year,2018-10-29
4708493,23000.0,2016-12-27,23.33%,400xx,< 1 year,2016-12-27
2216305,6000.0,2016-07-08,21.64%,920xx,< 1 year,2016-07-08
10961196,8000.0,2017-11-19,15.33%,065xx,< 1 year,2017-11-19
11981905,10000.0,2018-01-07,21.68%,115xx,< 1 year,2018-01-07
8476724,1500.0,2017-07-31,430.8%,857xx,< 1 year,2017-07-31
9943559,14000.0,2017-10-06,687.33%,544xx,< 1 year,2017-10-06
16672460,1000.0,2018-07-19,0%,271xx,< 1 year,2018-07-19
8829401,20000.0,2017-08-16,5.72%,175xx,10+ years,2017-08-16
12320322,10000.0,2018-01-23,37.85%,631xx,< 1 year,2018-01-23
8759414,3500.0,2017-08-13,22.33%,086xx,5 years,2017-08-13
9374293,14000.0,2017-09-11,45.51%,142xx,< 1 year,2017-09-11
9420607,1600.0,2017-09-13,20.91%,944xx,< 1 year,2017-09-13
12275847,40000.0,2018-01-21,8.78%,335xx,< 1 year,2018-01-21
16313851,3500.0,2018-07-07,13.35%,190xx,< 1 year,2018-07-07
16553954,35000.0,2018-07-16,18.44%,604xx,< 1 year,2018-07-16
4272610,6000.0,2016-11-29,1.6%,959xx,< 1 year,2016-11-29
18919458,5000.0,2018-10-06,23.28%,761xx,< 1 year,2018-10-06
10717356,3500.0,2017-11-09,27.61%,782xx,< 1 year,2017-11-09
17833504,5000.0,2018-08-29,6.93%,714xx,< 1 year,2018-08-29
21218099,40000.0,2018-12-26,32.76%,967xx,< 1 year,2018-12-26
12602784,14000.0,2018-02-06,32.48%,605xx,< 1 year,2018-02-06
5412424,20000.0,2017-02-10,1.6%,604xx,5 years,2017-02-10
6565715,5000.0,2017-04-26,3.91%,553xx,5 years,2017-04-26
18608139,20000.0,2018-09-25,0%,043xx,< 1 year,2018-09-25
20255060,20000.0,2018-11-21,18.97%,967xx,< 1 year,2018-11-21
6834725,30000.0,2017-05-12,3%,335xx,< 1 year,2017-05-12
17231900,12500.0,2018-08-08,25.06%,018xx,8 years,2018-08-08
8980253,1000.0,2017-08-23,100%,104xx,< 1 year,2017-08-23
3601996,2500.0,2016-10-17,63.8%,967xx,5 years,2016-10-17
8128692,16000.0,2017-07-16,27.66%,282xx,5 years,2017-07-16
8988695,30000.0,2017-08-24,0.16%,073xx,< 1 year,2017-08-24
20772716,3500.0,2018-12-09,1.72%,941xx,< 1 year,2018-12-09
17359992,9000.0,2018-08-13,21.39%,318xx,< 1 year,2018-08-13
18068362,30000.0,2018-09-06,100%,060xx,< 1 year,2018-09-06
1652497,10000.0,2016-05-16,5.85%,761xx,9 years,2016-05-16
10919778,15000.0,2017-11-17,29.32%,223xx,< 1 year,2017-11-17
18791796,12000.0,2018-10-02,11.82%,370xx,< 1 year,2018-10-02
18313024,15000.0,2018-09-14,21.02%,339xx,< 1 year,2018-09-14
15468127,5000.0,2018-06-05,5.36%,917xx,< 1 year,2018-06-05
13876719,30000.0,2018-04-08,100%,324xx,< 1 year,2018-04-08
6430005,1500.0,2017-04-19,6.45%,277xx,< 1 year,2017-04-19
348562,15000.0,2016-02-02,15.75%,606xx,< 1 year,2016-02-02
13048925,20000.0,2018-02-28,2.6%,372xx,< 1 year,2018-02-28
12954463,5000.0,2018-02-23,4.98%,300xx,< 1 year,2018-02-23
12500266,5000.0,2018-01-31,3.97%,481xx,< 1 year,2018-01-31
3932939,18000.0,2016-11-08,7.86%,393xx,< 1 year,2016-11-08
13766539,40000.0,2018-04-03,10.24%,921xx,< 1 year,2018-04-03
2664414,6500.0,2016-08-11,17.95%,553xx,< 1 year,2016-08-11
803172,20000.0,2016-03-11,1.74%,908xx,< 1 year,2016-03-11
6357731,1000.0,2017-04-13,17.13%,212xx,< 1 year,2017-04-13
6742341,1000.0,2017-05-07,0%,933xx,< 1 year,2017-05-07
14368178,1200.0,2018-04-26,332.75%,601xx,< 1 year,2018-04-26
13967111,1000.0,2018-04-11,0.75%,786xx,< 1 year,2018-04-11
15287624,25000.0,2018-05-29,24.35%,851xx,< 1 year,2018-05-29
3710641,2000.0,2016-10-25,7.95%,016xx,< 1 year,2016-10-25
16827247,10000.0,2018-07-25,8.24%,587xx,< 1 year,2018-07-25
19528700,5000.0,2018-10-27,17.91%,631xx,< 1 year,2018-10-27
18928019,10000.0,2018-10-06,7.65%,302xx,3 years,2018-10-06
17102491,10000.0,2018-08-03,19.37%,064xx,< 1 year,2018-08-03
16616769,20000.0,2018-07-18,84.77%,946xx,< 1 year,2018-07-18
10201027,3500.0,2017-10-18,0%,017xx,< 1 year,2017-10-18
7963265,1000.0,2017-07-09,6%,466xx,< 1 year,2017-07-09
14405266,6000.0,2018-04-28,100%,932xx,< 1 year,2018-04-28
20553626,1000.0,2018-12-03,100%,672xx,5 years,2018-12-03
6430912,5000.0,2017-04-19,35.07%,786xx,< 1 year,2017-04-19
1462686,15000.0,2016-04-29,31.4%,977xx,< 1 year,2016-04-29
7051746,41675.0,2017-05-24,100%,280xx,< 1 year,2017-05-24
11647207,10000.0,2017-12-19,374.4%,780xx,< 1 year,2017-12-19
1044049,5000.0,2016-03-28,8.2%,774xx,< 1 year,2016-03-28
4297614,10000.0,2016-11-30,12.89%,787xx,< 1 year,2016-11-30
8893622,2500.0,2017-08-19,0%,381xx,5 years,2017-08-19
20575492,5000.0,2018-12-03,36.83%,947xx,< 1 year,2018-12-03
17937490,1000.0,2018-09-02,33.36%,482xx,< 1 year,2018-09-02
10694771,2000.0,2017-11-08,4.91%,010xx,< 1 year,2017-11-08
6601524,5000.0,2017-04-28,1.2%,604xx,5 years,2017-04-28
4671688,20000.0,2016-12-23,-1%,371xx,< 1 year,2016-12-23
1560486,5000.0,2016-05-06,14.42%,261xx,< 1 year,2016-05-06
9848560,10000.0,2017-10-02,100%,780xx,< 1 year,2017-10-02
7130728,3000.0,2017-05-28,16.42%,891xx,5 years,2017-05-28
5434858,2500.0,2017-02-13,10.84%,906xx,< 1 year,2017-02-13
18825806,10000.0,2018-10-03,24%,191xx,< 1 year,2018-10-03
3273865,25000.0,2016-09-24,32.98%,743xx,< 1 year,2016-09-24
875527,20000.0,2016-03-16,29.25%,782xx,< 1 year,2016-03-16
2343416,40000.0,2016-07-19,29.19%,334xx,< 1 year,2016-07-19
21223765,10000.0,2018-12-27,20.05%,481xx,< 1 year,2018-12-27
5435182,10000.0,2017-02-13,34.67%,115xx,< 1 year,2017-02-13
14739241,2000.0,2018-05-10,12.13%,815xx,< 1 year,2018-05-10
672046,20000.0,2016-03-02,12.9%,972xx,< 1 year,2016-03-02
20692789,40000.0,2018-12-06,12.08%,337xx,10+ years,2018-12-06
6388266,5000.0,2017-04-16,34.49%,661xx,< 1 year,2017-04-16
12932219,30000.0,2018-02-22,51%,142xx,< 1 year,2018-02-22
17102593,30000.0,2018-08-03,26.98%,212xx,< 1 year,2018-08-03
12332063,25000.0,2018-01-23,25.51%,957xx,< 1 year,2018-01-23
10656850,1500.0,2017-11-07,23.38%,176xx,< 1 year,2017-11-07
14687240,5000.0,2018-05-08,8.38%,356xx,< 1 year,2018-05-08
10537000,2500.0,2017-11-01,7.98%,604xx,< 1 year,2017-11-01
17261381,20000.0,2018-08-09,35.89%,484xx,< 1 year,2018-08-09
3595278,35000.0,2016-10-17,42.74%,351xx,5 years,2016-10-17
7053312,6000.0,2017-05-24,45.97%,705xx,5 years,2017-05-24
15928437,5000.0,2018-06-21,0.91%,606xx,< 1 year,2018-06-21
18459766,3500.0,2018-09-19,4.25%,330xx,< 1 year,2018-09-19
1563313,10000.0,2016-05-07,53.27%,530xx,5 years,2016-05-07
10471057,12650.0,2017-10-30,100%,080xx,< 1 year,2017-10-30
8052079,2000.0,2017-07-12,4.58%,914xx,3 years,2017-07-12
13890325,10000.0,2018-04-09,43.64%,300xx,< 1 year,2018-04-09
13568985,21450.0,2018-03-24,100%,775xx,1 year,2018-03-24
17046369,2000.0,2018-08-01,24.56%,441xx,3 years,2018-08-01
10736231,5000.0,2017-11-10,1.62%,456xx,< 1 year,2017-11-10
16841608,4000.0,2018-07-25,456.4%,553xx,< 1 year,2018-07-25
11803198,20000.0,2017-12-28,41.33%,435xx,< 1 year,2017-12-28
6122396,3000.0,2017-03-30,38.55%,218xx,< 1 year,2017-03-30
14814553,10000.0,2018-05-13,100%,958xx,< 1 year,2018-05-13
1332779,10000.0,2016-04-19,23.42%,146xx,< 1 year,2016-04-19
2551089,20000.0,2016-08-04,29.15%,953xx,4 years,2016-08-04
12536464,4000.0,2018-02-02,31.16%,601xx,< 1 year,2018-02-02
8193237,20000.0,2017-07-18,48.13%,558xx,< 1 year,2017-07-18
16921149,3000.0,2018-07-28,200.33%,300xx,< 1 year,2018-07-28
9064892,10000.0,2017-08-28,16.01%,150xx,< 1 year,2017-08-28
2391965,3000.0,2016-07-22,59.32%,226xx,5 years,2016-07-22
20083186,1000.0,2018-11-15,0%,388xx,< 1 year,2018-11-15
14453914,40000.0,2018-04-30,20.66%,782xx,< 1 year,2018-04-30
5951592,22500.0,2017-03-19,26.7%,765xx,< 1 year,2017-03-19
9859160,10000.0,2017-10-02,40.42%,030xx,< 1 year,2017-10-02
9747135,2500.0,2017-09-27,20.13%,902xx,< 1 year,2017-09-27
9673863,10000.0,2017-09-24,4.23%,080xx,< 1 year,2017-09-24
8289934,1700.0,2017-07-22,15.29%,871xx,< 1 year,2017-07-22
4520530,10000.0,2016-12-13,8.05%,947xx,< 1 year,2016-12-13
13205443,25000.0,2018-03-07,36.61%,395xx,< 1 year,2018-03-07
10545240,5000.0,2017-11-02,41.32%,570xx,< 1 year,2017-11-02
6732917,10000.0,2017-05-06,5.38%,320xx,< 1 year,2017-05-06
18461951,15000.0,2018-09-19,22.29%,023xx,< 1 year,2018-09-19
132307,20000.0,2016-01-13,7.62%,125xx,< 1 year,2016-01-13
4153029,10000.0,2016-11-21,20.4%,350xx,< 1 year,2016-11-21
11382513,10000.0,2017-12-07,36.18%,338xx,< 1 year,2017-12-07
4146397,4000.0,2016-11-21,1%,926xx,5 years,2016-11-21
14078570,17850.0,2018-04-16,100%,750xx,1 year,2018-04-16
6284156,23000.0,2017-04-10,50.04%,705xx,5 years,2017-04-10
17087460,40000.0,2018-08-03,16.24%,580xx,< 1 year,2018-08-03
6552646,7000.0,2017-04-26,37.47%,785xx,< 1 year,2017-04-26
6113167,1000.0,2017-03-29,0%,436xx,< 1 year,2017-03-29
16053134,5000.0,2018-06-26,36.69%,373xx,< 1 year,2018-06-26
20974166,17000.0,2018-12-16,63%,296xx,< 1 year,2018-12-16
14238949,30000.0,2018-04-22,3.66%,380xx,< 1 year,2018-04-22
18241499,30650.0,2018-09-12,100%,080xx,4 years,2018-09-12
1185106,5000.0,2016-04-08,23.09%,069xx,< 1 year,2016-04-08
17254588,10000.0,2018-08-09,21.11%,983xx,< 1 year,2018-08-09
20411962,10000.0,2018-11-28,19.92%,212xx,< 1 year,2018-11-28
9859583,3000.0,2017-10-02,383.9%,080xx,< 1 year,2017-10-02
2646166,5000.0,2016-08-10,32.09%,781xx,5 years,2016-08-10
19535399,5000.0,2018-10-27,7.2%,445xx,< 1 year,2018-10-27
13783294,20000.0,2018-04-03,29.37%,705xx,< 1 year,2018-04-03
6221823,33000.0,2017-04-05,16.66%,967xx,7 years,2017-04-05
16562841,10000.0,2018-07-16,15.12%,282xx,< 1 year,2018-07-16
12613038,5000.0,2018-02-06,22.32%,852xx,< 1 year,2018-02-06
18511712,12500.0,2018-09-21,21.18%,600xx,< 1 year,2018-09-21
20299601,25000.0,2018-11-24,26.49%,100xx,< 1 year,2018-11-24
6542905,15000.0,2017-04-25,1.83%,245xx,< 1 year,2017-04-25
21213749,1000.0,2018-12-26,0%,730xx,1 year,2018-12-26
19034979,40000.0,2018-10-10,100%,891xx,< 1 year,2018-10-10
7373408,1000.0,2017-06-08,0%,387xx,5 years,2017-06-08
14193458,23000.0,2018-04-20,100%,336xx,< 1 year,2018-04-20
17579801,8000.0,2018-08-20,21.2%,232xx,< 1 year,2018-08-20
3235080,5000.0,2016-09-21,45.46%,182xx,5 years,2016-09-21
10663492,2500.0,2017-11-07,40.1%,852xx,< 1 year,2017-11-07
21198195,18000.0,2018-12-26,7.96%,342xx,< 1 year,2018-12-26
7831785,2500.0,2017-07-02,2%,018xx,< 1 year,2017-07-02
17827957,40000.0,2018-08-28,19.12%,782xx,10+ years,2018-08-28
14791708,20000.0,2018-05-11,24.82%,300xx,< 1 year,2018-05-11
10132778,10000.0,2017-10-15,20.95%,347xx,< 1 year,2017-10-15
20043697,23725.0,2018-11-14,100%,468xx,< 1 year,2018-11-14
8653294,7000.0,2017-08-08,13.8%,166xx,< 1 year,2017-08-08
1351637,17000.0,2016-04-20,36.9%,037xx,< 1 year,2016-04-20
19935973,10000.0,2018-11-10,25.04%,458xx,< 1 year,2018-11-10
14171704,20000.0,2018-04-19,20.43%,200xx,< 1 year,2018-04-19
1932881,8550.0,2016-06-21,23.28%,756xx,5 years,2016-06-21
5876595,5000.0,2017-03-14,18.83%,170xx,< 1 year,2017-03-14
11030860,11375.0,2017-11-22,15.75%,068xx,< 1 year,2017-11-22
1051889,30000.0,2016-03-29,11.03%,462xx,< 1 year,2016-03-29
8805385,7000.0,2017-08-15,50.27%,331xx,5 years,2017-08-15
1758726,30000.0,2016-06-07,42.62%,130xx,< 1 year,2016-06-07
8621009,14000.0,2017-08-06,10.74%,674xx,< 1 year,2017-08-06
14763576,10500.0,2018-05-10,16.1%,762xx,< 1 year,2018-05-10
11151547,29275.0,2017-11-28,100%,750xx,< 1 year,2017-11-28
12144137,5000.0,2018-01-15,2.47%,456xx,< 1 year,2018-01-15
15760939,48075.0,2018-06-15,100%,316xx,10+ years,2018-06-15
5005491,15000.0,2017-01-16,21.29%,773xx,< 1 year,2017-01-16
5925973,2000.0,2017-03-17,0%,558xx,< 1 year,2017-03-17
11113687,3000.0,2017-11-27,2.38%,550xx,< 1 year,2017-11-27
16202343,5000.0,2018-07-02,63.84%,120xx,< 1 year,2018-07-02
15795422,25000.0,2018-06-17,8.6%,770xx,< 1 year,2018-06-17
8453377,4500.0,2017-07-29,18.69%,370xx,< 1 year,2017-07-29
13370686,5000.0,2018-03-15,28.2%,082xx,< 1 year,2018-03-15
8362581,8000.0,2017-07-25,19.36%,018xx,10+ years,2017-07-25
3659112,10000.0,2016-10-20,61.4%,902xx,< 1 year,2016-10-20
7976130,5000.0,2017-07-10,22.03%,351xx,< 1 year,2017-07-10
8427568,5000.0,2017-07-28,18%,975xx,< 1 year,2017-07-28
12260108,10000.0,2018-01-20,43.76%,760xx,< 1 year,2018-01-20
8923997,10000.0,2017-08-21,100%,913xx,< 1 year,2017-08-21
4936479,6000.0,2017-01-11,38.68%,385xx,< 1 year,2017-01-11
9102189,20000.0,2017-08-29,12.5%,805xx,< 1 year,2017-08-29
16939758,37000.0,2018-07-29,7.73%,537xx,< 1 year,2018-07-29
6532311,1000.0,2017-04-25,14.34%,227xx,< 1 year,2017-04-25
5108339,6000.0,2017-01-22,4.6%,190xx,< 1 year,2017-01-22
19109063,10000.0,2018-10-12,40%,063xx,< 1 year,2018-10-12
14338395,20000.0,2018-04-25,40.04%,208xx,< 1 year,2018-04-25
17044600,1000.0,2018-08-01,8.71%,100xx,< 1 year,2018-08-01
10066636,2500.0,2017-10-12,9.92%,781xx,< 1 year,2017-10-12
3283611,2000.0,2016-09-25,55.69%,786xx,5 years,2016-09-25
21167773,5000.0,2018-12-24,25.26%,301xx,< 1 year,2018-12-24
4741566,2500.0,2016-12-29,22.08%,900xx,5 years,2016-12-29
10177467,20000.0,2017-10-17,15.3%,446xx,< 1 year,2017-10-17
12476596,35000.0,2018-01-30,0.9%,355xx,< 1 year,2018-01-30
8948702,10000.0,2017-08-22,19.82%,487xx,< 1 year,2017-08-22
19828958,10200.0,2018-11-07,0%,322xx,< 1 year,2018-11-07
1951498,18000.0,2016-06-22,12.83%,750xx,< 1 year,2016-06-22
8415760,2000.0,2017-07-27,6.38%,752xx,< 1 year,2017-07-27
19348395,15000.0,2018-10-21,59.69%,647xx,< 1 year,2018-10-21
4659023,3000.0,2016-12-22,32.95%,932xx,5 years,2016-12-22
14028970,3000.0,2018-04-14,17.44%,481xx,< 1 year,2018-04-14
16405014,6200.0,2018-07-11,6.65%,900xx,< 1 year,2018-07-11
18833089,40000.0,2018-10-03,-1%,912xx,< 1 year,2018-10-03
2759779,7000.0,2016-08-17,12.43%,200xx,5 years,2016-08-17
14701517,5000.0,2018-05-09,24.27%,183xx,< 1 year,2018-05-09
17416709,30000.0,2018-08-15,-1%,750xx,< 1 year,2018-08-15
5289212,5000.0,2017-02-02,9999%,840xx,< 1 year,2017-02-02
14691853,10000.0,2018-05-08,10.18%,327xx,< 1 year,2018-05-08
17494722,1000.0,2018-08-17,2%,752xx,< 1 year,2018-08-17
15142924,15000.0,2018-05-23,28.42%,115xx,< 1 year,2018-05-23
468782,18000.0,2016-02-12,24.74%,328xx,< 1 year,2016-02-12
18816990,5000.0,2018-10-02,26.44%,275xx,< 1 year,2018-10-02
15996006,20000.0,2018-06-24,25.03%,605xx,< 1 year,2018-06-24
11653100,10000.0,2017-12-20,30.13%,288xx,< 1 year,2017-12-20
3423626,6000.0,2016-10-05,19.57%,542xx,5 years,2016-10-05
904766,6000.0,2016-03-18,46.52%,710xx,< 1 year,2016-03-18
18033468,20000.0,2018-09-05,14.07%,727xx,< 1 year,2018-09-05
2697809,6000.0,2016-08-14,135.16%,606xx,< 1 year,2016-08-14
14666454,25000.0,2018-05-08,15.96%,333xx,< 1 year,2018-05-08
7213994,10000.0,2017-06-01,35.63%,857xx,< 1 year,2017-06-01
9496053,10000.0,2017-09-17,13.76%,606xx,< 1 year,2017-09-17
7987156,4000.0,2017-07-10,425.93%,309xx,< 1 year,2017-07-10
19147824,10000.0,2018-10-14,0%,855xx,3 years,2018-10-14
14030199,2500.0,2018-04-14,0.53%,060xx,< 1 year,2018-04-14
1998882,2500.0,2016-06-25,28.44%,316xx,< 1 year,2016-06-25
13011844,40000.0,2018-02-26,100%,600xx,< 1 year,2018-02-26
14694323,1000.0,2018-05-08,7.92%,335xx,< 1 year,2018-05-08
15598011,5000.0,2018-06-10,78.77%,846xx,< 1 year,2018-06-10
4238473,20000.0,2016-11-28,63.6%,299xx,< 1 year,2016-11-28
7036281,10000.0,2017-05-23,13.28%,752xx,< 1 year,2017-05-23
4960711,7500.0,2017-01-12,23.88%,140xx,< 1 year,2017-01-12
8905938,35000.0,2017-08-20,6.12%,325xx,5 years,2017-08-20
9758069,20000.0,2017-09-27,14.69%,970xx,< 1 year,2017-09-27
2531696,2000.0,2016-08-02,-1%,231xx,5 years,2016-08-02
10329674,1000.0,2017-10-24,4.15%,850xx,< 1 year,2017-10-24
3814635,23000.0,2016-10-31,15.21%,586xx,3 years,2016-10-31
3634748,10000.0,2016-10-19,7.45%,782xx,< 1 year,2016-10-19
16072808,16600.0,2018-06-27,100%,490xx,10+ years,2018-06-27
17530329,5000.0,2018-08-19,360.07%,333xx,< 1 year,2018-08-19
6988911,14600.0,2017-05-21,26.61%,112xx,< 1 year,2017-05-21
14598774,1500.0,2018-05-05,14.63%,330xx,< 1 year,2018-05-05
18086508,12000.0,2018-09-06,29.56%,685xx,< 1 year,2018-09-06
10664920,21325.0,2017-11-07,100%,596xx,< 1 year,2017-11-07
11718560,16000.0,2017-12-23,0%,405xx,< 1 year,2017-12-23
8160401,3000.0,2017-07-17,6.24%,075xx,< 1 year,2017-07-17
7194488,35000.0,2017-05-31,25.88%,023xx,< 1 year,2017-05-31
647843,10000.0,2016-02-29,52.98%,490xx,< 1 year,2016-02-29
10808417,3000.0,2017-11-13,100%,953xx,< 1 year,2017-11-13
16468379,15000.0,2018-07-12,4.72%,217xx,< 1 year,2018-07-12
2286456,12000.0,2016-07-14,0%,076xx,< 1 year,2016-07-14
6808618,3000.0,2017-05-10,36.97%,029xx,< 1 year,2017-05-10
15401222,15000.0,2018-06-02,22.83%,923xx,< 1 year,2018-06-02
3033836,2000.0,2016-09-06,13.43%,934xx,< 1 year,2016-09-06
21286765,22000.0,2018-12-29,19.95%,018xx,< 1 year,2018-12-29
2479203,11000.0,2016-07-29,32.89%,335xx,< 1 year,2016-07-29
12362886,6000.0,2018-01-24,45.53%,379xx,< 1 year,2018-01-24
11578087,20000.0,2017-12-16,786.4%,089xx,< 1 year,2017-12-16
4976098,7275.0,2017-01-13,16.06%,474xx,5 years,2017-01-13
775565,10000.0,2016-03-09,9.82%,704xx,5 years,2016-03-09
11045233,2000.0,2017-11-22,5.16%,785xx,< 1 year,2017-11-22
14047946,8000.0,2018-04-15,4.58%,028xx,< 1 year,2018-04-15
18219150,5000.0,2018-09-11,0%,285xx,< 1 year,2018-09-11
15141887,16000.0,2018-05-23,5.26%,953xx,< 1 year,2018-05-23
6424360,1000.0,2017-04-18,4.37%,105xx,5 years,2017-04-18
13941303,3500.0,2018-04-10,14.35%,346xx,< 1 year,2018-04-10
6327248,14000.0,2017-04-12,28.51%,923xx,< 1 year,2017-04-12
2197307,2000.0,2016-07-07,-1%,121xx,< 1 year,2016-07-07
2998844,20000.0,2016-09-03,36.18%,600xx,< 1 year,2016-09-03
934904,5000.0,2016-03-21,0.2%,151xx,< 1 year,2016-03-21
11471560,20000.0,2017-12-12,8.19%,382xx,< 1 year,2017-12-12
17118522,10000.0,2018-08-04,11.42%,350xx,< 1 year,2018-08-04
11157273,2500.0,2017-11-28,25.38%,801xx,< 1 year,2017-11-28
2607474,3000.0,2016-08-08,16.45%,774xx,< 1 year,2016-08-08
7960125,1000.0,2017-07-09,0%,606xx,1 year,2017-07-09
17561597,26000.0,2018-08-20,31.16%,802xx,< 1 year,2018-08-20
4912379,6000.0,2017-01-10,19.23%,535xx,6 years,2017-01-10
12463537,3000.0,2018-01-30,100%,802xx,< 1 year,2018-01-30
9185993,2000.0,2017-09-02,15.4%,023xx,< 1 year,2017-09-02
3584822,6000.0,2016-10-16,25.41%,302xx,< 1 year,2016-10-16
11034679,10000.0,2017-11-22,5.33%,105xx,< 1 year,2017-11-22
103133,10000.0,2016-01-11,28.63%,085xx,< 1 year,2016-01-11
1333503,20000.0,2016-04-19,26.61%,193xx,< 1 year,2016-04-19
14787385,2000.0,2018-05-11,19.28%,606xx,< 1 year,2018-05-11
6956348,20000.0,2017-05-19,22.72%,300xx,< 1 year,2017-05-19
19914811,16000.0,2018-11-09,18.66%,851xx,< 1 year,2018-11-09
10693848,30000.0,2017-11-08,100%,271xx,< 1 year,2017-11-08
13245683,4000.0,2018-03-09,19.88%,945xx,< 1 year,2018-03-09
1311225,2500.0,2016-04-18,70.77%,686xx,5 years,2016-04-18
20705654,25000.0,2018-12-07,100%,327xx,< 1 year,2018-12-07
14366494,15000.0,2018-04-26,0.38%,948xx,< 1 year,2018-04-26
13774125,10000.0,2018-04-03,21.35%,857xx,< 1 year,2018-04-03
12653599,5000.0,2018-02-08,62.08%,448xx,< 1 year,2018-02-08
14430523,40000.0,2018-04-30,100%,633xx,< 1 year,2018-04-30
16217373,13000.0,2018-07-03,7.62%,494xx,< 1 year,2018-07-03
13870765,20000.0,2018-04-07,18.29%,294xx,< 1 year,2018-04-07
3659560,10000.0,2016-10-20,19550%,365xx,< 1 year,2016-10-20
524859,9000.0,2016-02-17,50.41%,461xx,< 1 year,2016-02-17
2774899,10000.0,2016-08-18,38.12%,301xx,< 1 year,2016-08-18
13669070,10000.0,2018-03-29,13.59%,773xx,< 1 year,2018-03-29
13462355,3000.0,2018-03-20,3.2%,775xx,< 1 year,2018-03-20
389316,10000.0,2016-02-05,3.19%,954xx,< 1 year,2016-02-05
3169599,40000.0,2016-09-15,42.32%,662xx,< 1 year,2016-09-15
18701953,15500.0,2018-09-28,23.18%,064xx,< 1 year,2018-09-28
7855866,13000.0,2017-07-03,18.98%,197xx,< 1 year,2017-07-03
18673274,10000.0,2018-09-27,7.67%,774xx,< 1 year,2018-09-27
